# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Aug 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2026-04).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
60 0  0.0045831        NaN        NaN        NaN  0.0028540        NaN        NaN        NaN -0.0095195        NaN        NaN        NaN -0.0007091        NaN        NaN        NaN -0.0007444        NaN        NaN        NaN  0.0013240        NaN        NaN        NaN -0.0002276        NaN        NaN        NaN  0.0005560        NaN        NaN        NaN  0.0004844        NaN        NaN        NaN -0.0001138        NaN        NaN        NaN -0.0002498        NaN        NaN        NaN -0.0002780        NaN        NaN        NaN  0.0000298        NaN        NaN        NaN -0.0000916        NaN        NaN        NaN  0.0007363        NaN        NaN        NaN  0.0001505        NaN        NaN        NaN  0.0002875        NaN        NaN        NaN -0.0001701        NaN        NaN        NaN -0.0000481        NaN        NaN        NaN
60 1 -0.0054055  0.0072104        NaN        NaN  0.0172274 -0.0023736        NaN        NaN  0.0015262 -0.0006541        NaN        NaN  0.0008547 -0.0009089        NaN        NaN -0.0049774  0.0010928        NaN        NaN  0.0013530  0.0017916        NaN        NaN  0.0022028 -0.0021482        NaN        NaN -0.0002972  0.0002874        NaN        NaN -0.0006713 -0.0015274        NaN        NaN -0.0000973  0.0001982        NaN        NaN  0.0000494 -0.0001592        NaN        NaN  0.0002492  0.0001354        NaN        NaN -0.0021040 -0.0018767        NaN        NaN  0.0038781 -0.0011346        NaN        NaN  0.0010075  0.0013406        NaN        NaN  0.0000841  0.0004093        NaN        NaN -0.0000151  0.0000137        NaN        NaN -0.0001984 -0.0002445        NaN        NaN -0.0000398 -0.0000797        NaN        NaN
60 2  0.0095662  0.0148243        NaN        NaN -0.0008376  0.0001076        NaN        NaN -0.0056449  0.0014731        NaN        NaN -0.0009224 -0.0075573        NaN        NaN  0.0005062  0.0014193        NaN        NaN  0.0011627 -0.0058205        NaN        NaN -0.0002383  0.0004216        NaN        NaN -0.0005053  0.0006535        NaN        NaN  0.0003097  0.0007312        NaN        NaN -0.0000653 -0.0002372        NaN        NaN  0.0002188 -0.0001894        NaN        NaN -0.0002248 -0.0003028        NaN        NaN -0.0024160  0.0067506        NaN        NaN -0.0005656 -0.0002344        NaN        NaN  0.0024422  0.0005016        NaN        NaN  0.0001024  0.0001044        NaN        NaN -0.0003645 -0.0000290        NaN        NaN -0.0001692 -0.0001747        NaN        NaN  0.0000786  0.0005107        NaN        NaN
60 3  0.0112073 -0.0013552        NaN        NaN -0.0118008  0.0050191        NaN        NaN -0.0084802 -0.0042846        NaN        NaN -0.0001980  0.0026238        NaN        NaN  0.0051937 -0.0013229        NaN        NaN  0.0030831  0.0021606        NaN        NaN -0.0004409  0.0011414        NaN        NaN  0.0001750  0.0001966        NaN        NaN  0.0003191  0.0014321        NaN        NaN  0.0001240 -0.0003017        NaN        NaN -0.0000264  0.0001082        NaN        NaN  0.0003790 -0.0002813        NaN        NaN -0.0018456 -0.0005937        NaN        NaN -0.0041364 -0.0003383        NaN        NaN  0.0020902  0.0023606        NaN        NaN -0.0001987 -0.0001337        NaN        NaN -0.0000079 -0.0000709        NaN        NaN  0.0001270  0.0000851        NaN        NaN -0.0000541 -0.0000434        NaN        NaN
61 0 -0.0004267        NaN        NaN        NaN  0.0131043        NaN        NaN        NaN  0.0048435        NaN        NaN        NaN  0.0015195        NaN        NaN        NaN -0.0067169        NaN        NaN        NaN -0.0001404        NaN        NaN        NaN  0.0005151        NaN        NaN        NaN  0.0005147        NaN        NaN        NaN  0.0001242        NaN        NaN        NaN -0.0000261        NaN        NaN        NaN -0.0001247        NaN        NaN        NaN  0.0000072        NaN        NaN        NaN -0.0000805        NaN        NaN        NaN  0.0032585        NaN        NaN        NaN -0.0003556        NaN        NaN        NaN -0.0000089        NaN        NaN        NaN  0.0000995        NaN        NaN        NaN -0.0000334        NaN        NaN        NaN -0.0001163        NaN        NaN        NaN
61 1  0.0061876 -0.0134155        NaN        NaN -0.0019425  0.0055111        NaN        NaN -0.0032734 -0.0417575        NaN        NaN -0.0014446  0.0022290        NaN        NaN  0.0000040 -0.0020394        NaN        NaN -0.0031355  0.0112340        NaN        NaN -0.0002814  0.0000691        NaN        NaN  0.0011772 -0.0006942        NaN        NaN  0.0000542 -0.0001481        NaN        NaN  0.0000060  0.0000306        NaN        NaN -0.0003887  0.0002922        NaN        NaN -0.0000375  0.0001471        NaN        NaN  0.0034935  0.0038628        NaN        NaN -0.0004312 -0.0004274        NaN        NaN -0.0034650  0.0034558        NaN        NaN -0.0000521  0.0000372        NaN        NaN  0.0001520  0.0000094        NaN        NaN  0.0000062  0.0000759        NaN        NaN  0.0000953  0.0003266        NaN        NaN
61 2  0.0055662 -0.0009361        NaN        NaN -0.0060679  0.0067511        NaN        NaN  0.0008004  0.0045312        NaN        NaN -0.0001753  0.0002062        NaN        NaN  0.0040836 -0.0014297        NaN        NaN  0.0005339 -0.0008882        NaN        NaN  0.0004862  0.0020138        NaN        NaN  0.0000502  0.0001409        NaN        NaN -0.0007787 -0.0016143        NaN        NaN  0.0001591 -0.0002483        NaN        NaN  0.0000693  0.0000879        NaN        NaN  0.0006971  0.0001581        NaN        NaN  0.0005122  0.0002326        NaN        NaN -0.0045787 -0.0004526        NaN        NaN -0.0005913 -0.0002537        NaN        NaN -0.0004230  0.0003035        NaN        NaN -0.0001005 -0.0000684        NaN        NaN  0.0004624  0.0004661        NaN        NaN -0.0000772 -0.0001467        NaN        NaN
61 3 -0.0115492 -0.0241434        NaN        NaN -0.0019810 -0.0010641        NaN        NaN  0.0175944  0.0633831        NaN        NaN -0.0002542  0.0006931        NaN        NaN  0.0012808 -0.0000516        NaN        NaN -0.0089659 -0.0196133        NaN        NaN  0.0000932 -0.0001706        NaN        NaN  0.0000233  0.0003169        NaN        NaN -0.0002754  0.0000652        NaN        NaN  0.0000188 -0.0002389        NaN        NaN  0.0000444 -0.0001258        NaN        NaN  0.0000264 -0.0003339        NaN        NaN  0.0034882  0.0024426        NaN        NaN  0.0010589  0.0001071        NaN        NaN -0.0038666 -0.0100977        NaN        NaN -0.0000613  0.0000908        NaN        NaN -0.0001069 -0.0000893        NaN        NaN  0.0001270 -0.0001964        NaN        NaN -0.0000631 -0.0004267        NaN        NaN
62 0  0.0011351        NaN        NaN        NaN  0.0019841        NaN        NaN        NaN -0.0063501        NaN        NaN        NaN -0.0002230        NaN        NaN        NaN -0.0005536        NaN        NaN        NaN  0.0009076        NaN        NaN        NaN -0.0000324        NaN        NaN        NaN -0.0001725        NaN        NaN        NaN  0.0000212        NaN        NaN        NaN -0.0000009        NaN        NaN        NaN  0.0001014        NaN        NaN        NaN -0.0000174        NaN        NaN        NaN  0.0001551        NaN        NaN        NaN -0.0003026        NaN        NaN        NaN  0.0000756        NaN        NaN        NaN  0.0000123        NaN        NaN        NaN -0.0001005        NaN        NaN        NaN -0.0000049        NaN        NaN        NaN  0.0000002        NaN        NaN        NaN
62 1 -0.0008166 -0.0006726        NaN        NaN  0.0125285 -0.0081911        NaN        NaN  0.0012167 -0.0026883        NaN        NaN  0.0022720 -0.0005589        NaN        NaN -0.0036303  0.0016227        NaN        NaN  0.0015663  0.0011005        NaN        NaN -0.0002719 -0.0000521        NaN        NaN  0.0002104  0.0000439        NaN        NaN -0.0005474 -0.0000921        NaN        NaN  0.0000045 -0.0000889        NaN        NaN -0.0000188  0.0000040        NaN        NaN  0.0000812 -0.0001367        NaN        NaN -0.0008146  0.0000530        NaN        NaN  0.0021207  0.0004849        NaN        NaN  0.0013596  0.0000952        NaN        NaN  0.0000321  0.0000741        NaN        NaN -0.0000307 -0.0000217        NaN        NaN  0.0000507 -0.0001018        NaN        NaN  0.0000120  0.0000532        NaN        NaN
62 2  0.0029298  0.0038649        NaN        NaN -0.0003140  0.0009080        NaN        NaN -0.0037002 -0.0046035        NaN        NaN -0.0003469 -0.0015845        NaN        NaN  0.0001536  0.0003899        NaN        NaN  0.0010669 -0.0047133        NaN        NaN  0.0000376 -0.0000466        NaN        NaN  0.0003585  0.0000242        NaN        NaN -0.0000351  0.0000574        NaN        NaN -0.0000637 -0.0002236        NaN        NaN -0.0001104  0.0000348        NaN        NaN -0.0000374 -0.0002874        NaN        NaN -0.0013202  0.0043027        NaN        NaN  0.0000425 -0.0000826        NaN        NaN  0.0018325 -0.0025642        NaN        NaN  0.0000357  0.0001744        NaN        NaN  0.0001104 -0.0000136        NaN        NaN -0.0000314 -0.0002003        NaN        NaN -0.0000012 -0.0002854        NaN        NaN
62 3 -0.0010598  0.0007948        NaN        NaN -0.0082264  0.0019939        NaN        NaN -0.0055599 -0.0032291        NaN        NaN  0.0011796  0.0013863        NaN        NaN  0.0031601 -0.0005597        NaN        NaN  0.0021013  0.0019728        NaN        NaN  0.0001441 -0.0002343        NaN        NaN -0.0001968 -0.0000315        NaN        NaN  0.0002181  0.0003347        NaN        NaN  0.0002092  0.0003597        NaN        NaN  0.0000216 -0.0000736        NaN        NaN  0.0000095  0.0003212        NaN        NaN -0.0011468 -0.0018477        NaN        NaN -0.0007545  0.0003093        NaN        NaN  0.0016435  0.0016120        NaN        NaN -0.0001004 -0.0002113        NaN        NaN  0.0000316  0.0000399        NaN        NaN  0.0001255  0.0002127        NaN        NaN  0.0000407  0.0000158        NaN        NaN
63 0  0.0000680        NaN        NaN        NaN  0.0116101        NaN        NaN        NaN  0.0046085        NaN        NaN        NaN  0.0011377        NaN        NaN        NaN -0.0035882        NaN        NaN        NaN  0.0000126        NaN        NaN        NaN -0.0001516        NaN        NaN        NaN -0.0000300        NaN        NaN        NaN -0.0000945        NaN        NaN        NaN -0.0001999        NaN        NaN        NaN  0.0000160        NaN        NaN        NaN -0.0001323        NaN        NaN        NaN  0.0001653        NaN        NaN        NaN  0.0003377        NaN        NaN        NaN -0.0000050        NaN        NaN        NaN  0.0001128        NaN        NaN        NaN -0.0000387        NaN        NaN        NaN -0.0000999        NaN        NaN        NaN  0.0000197        NaN        NaN        NaN
63 1  0.0000363 -0.0045062        NaN        NaN -0.0008941  0.0044802        NaN        NaN  0.0008957 -0.0388416        NaN        NaN -0.0021853  0.0019202        NaN        NaN  0.0003530 -0.0011696        NaN        NaN -0.0023496  0.0056035        NaN        NaN -0.0000603 -0.0002014        NaN        NaN  0.0006179 -0.0003341        NaN        NaN -0.0000090  0.0000144        NaN        NaN  0.0000068 -0.0000158        NaN        NaN -0.0001836  0.0000710        NaN        NaN  0.0000253 -0.0000940        NaN        NaN  0.0025769  0.0033280        NaN        NaN  0.0000183 -0.0004828        NaN        NaN -0.0026011 -0.0009021        NaN        NaN  0.0000550  0.0000020        NaN        NaN  0.0000688 -0.0000007        NaN        NaN -0.0000188 -0.0000437        NaN        NaN -0.0000464 -0.0001080        NaN        NaN
63 2 -0.0043713  0.0076126        NaN        NaN -0.0055626  0.0007993        NaN        NaN -0.0001971  0.0027654        NaN        NaN -0.0001005 -0.0010501        NaN        NaN  0.0021911 -0.0002913        NaN        NaN -0.0003420 -0.0005387        NaN        NaN  0.0001116 -0.0005163        NaN        NaN -0.0000285  0.0000207        NaN        NaN -0.0003465 -0.0007974        NaN        NaN  0.0004279  0.0001866        NaN        NaN -0.0000205 -0.0000642        NaN        NaN  0.0003984  0.0003177        NaN        NaN  0.0000162 -0.0001284        NaN        NaN  0.0004772 -0.0006272        NaN        NaN -0.0001602 -0.0013153        NaN        NaN -0.0002633 -0.0000647        NaN        NaN  0.0000089  0.0000180        NaN        NaN  0.0003639  0.0000446        NaN        NaN  0.0000485  0.0000412        NaN        NaN
63 3 -0.0098187 -0.0200041        NaN        NaN -0.0016862 -0.0004202        NaN        NaN  0.0165064  0.0529647        NaN        NaN -0.0024005 -0.0003328        NaN        NaN  0.0005577  0.0001370        NaN        NaN -0.0064545 -0.0109246        NaN        NaN  0.0000435  0.0004412        NaN        NaN -0.0002143  0.0004574        NaN        NaN  0.0000539 -0.0000643        NaN        NaN -0.0000207 -0.0001344        NaN        NaN  0.0001308 -0.0001148        NaN        NaN  0.0000389 -0.0000365        NaN        NaN  0.0029864  0.0001427        NaN        NaN -0.0000568 -0.0000651        NaN        NaN -0.0041730 -0.0025114        NaN        NaN  0.0000059  0.0000949        NaN        NaN -0.0000512  0.0000204        NaN        NaN -0.0000494 -0.0000914        NaN        NaN  0.0000425  0.0000979        NaN        NaN
64 0 -0.0026021        NaN        NaN        NaN  0.0022746        NaN        NaN        NaN -0.0033947        NaN        NaN        NaN -0.0001400        NaN        NaN        NaN -0.0006246        NaN        NaN        NaN -0.0001128        NaN        NaN        NaN -0.0001864        NaN        NaN        NaN  0.0005332        NaN        NaN        NaN  0.0003019        NaN        NaN        NaN -0.0001013        NaN        NaN        NaN -0.0001975        NaN        NaN        NaN -0.0002361        NaN        NaN        NaN  0.0012696        NaN        NaN        NaN  0.0000651        NaN        NaN        NaN -0.0007707        NaN        NaN        NaN  0.0001375        NaN        NaN        NaN  0.0001444        NaN        NaN        NaN -0.0001595        NaN        NaN        NaN -0.0000170        NaN        NaN        NaN
64 1 -0.0003441  0.0034517        NaN        NaN  0.0045767 -0.0012077        NaN        NaN -0.0009465  0.0006585        NaN        NaN  0.0005021 -0.0018167        NaN        NaN -0.0033481  0.0003685        NaN        NaN  0.0021899  0.0001989        NaN        NaN  0.0010002 -0.0008256        NaN        NaN -0.0001820  0.0001775        NaN        NaN -0.0004544 -0.0013693        NaN        NaN -0.0001714 -0.0001909        NaN        NaN  0.0000086 -0.0000948        NaN        NaN  0.0000741 -0.0001586        NaN        NaN -0.0014069  0.0001399        NaN        NaN  0.0016741 -0.0006149        NaN        NaN  0.0006525 -0.0002592        NaN        NaN  0.0000782  0.0004659        NaN        NaN -0.0000318 -0.0000126        NaN        NaN -0.0001348 -0.0003289        NaN        NaN  0.0000077 -0.0000271        NaN        NaN
64 2  0.0106846  0.0325901        NaN        NaN -0.0014434  0.0022109        NaN        NaN -0.0041479  0.0061899        NaN        NaN -0.0017110 -0.0081723        NaN        NaN  0.0005472  0.0003964        NaN        NaN -0.0007160 -0.0060665        NaN        NaN -0.0002203  0.0002030        NaN        NaN -0.0004622  0.0004643        NaN        NaN  0.0002542  0.0006169        NaN        NaN -0.0000079 -0.0000926        NaN        NaN  0.0001704 -0.0001363        NaN        NaN -0.0001197 -0.0001880        NaN        NaN -0.0002720  0.0043891        NaN        NaN -0.0003261 -0.0003496        NaN        NaN  0.0000257 -0.0022242        NaN        NaN  0.0000530  0.0000231        NaN        NaN -0.0002002 -0.0000426        NaN        NaN -0.0000725 -0.0000872        NaN        NaN -0.0000084  0.0001514        NaN        NaN
64 3  0.0100637 -0.0008730        NaN        NaN -0.0105045  0.0028638        NaN        NaN -0.0069975 -0.0067491        NaN        NaN -0.0010092 -0.0005759        NaN        NaN  0.0038203 -0.0006719        NaN        NaN  0.0016160 -0.0003957        NaN        NaN -0.0000272  0.0004707        NaN        NaN  0.0000810  0.0001176        NaN        NaN -0.0000694  0.0008759        NaN        NaN -0.0000351 -0.0001246        NaN        NaN  0.0000017  0.0000409        NaN        NaN  0.0001426 -0.0001287        NaN        NaN -0.0010200  0.0014160        NaN        NaN -0.0018010 -0.0002079        NaN        NaN  0.0014493 -0.0005635        NaN        NaN -0.0000011 -0.0000943        NaN        NaN -0.0000006 -0.0000348        NaN        NaN -0.0000093  0.0000164        NaN        NaN -0.0000335  0.0000056        NaN        NaN
65 0 -0.0007715        NaN        NaN        NaN  0.0071417        NaN        NaN        NaN  0.0027798        NaN        NaN        NaN -0.0007622        NaN        NaN        NaN -0.0043480        NaN        NaN        NaN -0.0016182        NaN        NaN        NaN -0.0002914        NaN        NaN        NaN  0.0003431        NaN        NaN        NaN  0.0002859        NaN        NaN        NaN  0.0000275        NaN        NaN        NaN -0.0000912        NaN        NaN        NaN -0.0000180        NaN        NaN        NaN  0.0016540        NaN        NaN        NaN  0.0019984        NaN        NaN        NaN -0.0020860        NaN        NaN        NaN -0.0000096        NaN        NaN        NaN  0.0000384        NaN        NaN        NaN -0.0000085        NaN        NaN        NaN -0.0000270        NaN        NaN        NaN
